PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON,PT_MEASURE,MIN1,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
1626147,Justin Anderson,1610612742,DAL,55,28,27,11.8,12.3,10.7,0.5,0.1,0.1,1.2,1.3,0.6,0.043,0.052,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202712,Justin Harper,1610612751,BKN,5,4,1,7.0,8.4,7.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203200,Justin Holiday,1610612741,CHI,53,28,25,14.6,11.3,13.3,1.1,0.2,0.1,1.8,2.7,1.3,0.093,0.116,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626159,Justise Winslow,1610612748,MIA,78,46,32,28.6,31.3,23.1,1.5,0.3,0.3,3.5,3.9,2.1,0.048,0.067,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203994,Jusuf Nurkić,1610612743,DEN,32,14,18,17.1,24.0,18.2,1.3,0.3,0.0,2.6,3.4,1.6,0.052,0.066,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203909,KJ McDaniels,1610612745,HOU,37,17,20,6.4,4.1,4.8,0.3,0.1,0.0,0.5,0.6,0.4,0.066,0.086,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,Karl-Anthony Towns,1610612750,MIN,82,29,53,32.0,34.8,30.8,2.0,0.4,0.2,4.4,5.3,2.6,0.056,0.074,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,Kawhi Leonard,1610612759,SAS,72,60,12,33.0,31.7,37.5,2.6,0.2,0.6,4.9,6.3,3.3,0.082,0.105,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203951,Keith Appling,1610612753,ORL,5,0,5,5.4,6.4,8.8,0.2,0.0,0.0,1.0,0.6,0.2,0.031,0.031,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203482,Kelly Olynyk,1610612738,BOS,68,39,29,20.2,30.5,25.0,1.5,0.2,0.1,3.5,3.8,1.8,0.049,0.059,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,Kelly Oubre Jr.,1610612764,WAS,63,31,32,10.7,7.8,7.6,0.2,0.0,0.1,0.6,0.6,0.3,0.026,0.043,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202689,Kemba Walker,1610612766,CHA,81,47,34,35.6,64.5,77.0,5.2,0.5,1.0,12.0,14.0,6.7,0.081,0.104,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203088,Kendall Marshall,1610612755,PHI,30,3,27,13.3,23.9,27.1,2.4,0.4,0.3,5.6,6.1,3.0,0.102,0.127,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,Kendrick Perkins,1610612740,NOP,37,13,24,14.6,19.0,10.9,0.8,0.1,0.1,1.2,1.9,1.0,0.044,0.051,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,Kenneth Faried,1610612743,DEN,67,26,41,25.3,27.9,21.2,1.2,0.1,0.1,2.4,3.1,1.4,0.042,0.052,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203145,Kent Bazemore,1610612737,ATL,75,44,31,27.8,34.1,31.7,2.3,0.1,0.3,4.0,5.3,2.7,0.067,0.08,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,Kentavious Caldwell-Pope,1610612765,DET,76,41,35,36.7,22.7,31.2,1.8,0.3,0.3,4.1,4.7,2.4,0.08,0.104,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,Kevin Durant,1610612760,OKC,72,52,20,35.8,36.6,48.7,5.0,0.4,0.4,10.1,12.1,5.8,0.137,0.158,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Kevin Garnett,1610612750,MIN,38,14,24,14.6,26.3,13.7,1.6,0.1,0.2,2.7,3.8,1.9,0.062,0.072,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201567,Kevin Love,1610612739,CLE,77,53,24,31.5,44.1,37.2,2.4,0.2,0.4,4.2,6.0,3.0,0.054,0.068,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,Kevin Martin,1610612759,SAS,55,24,31,19.9,15.4,20.7,1.1,0.1,0.3,2.4,2.6,1.4,0.068,0.09,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202338,Kevin Seraphin,1610612752,NYK,48,15,33,11.0,16.5,12.4,1.0,0.1,0.0,2.0,2.5,1.2,0.059,0.075,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626172,Kevon Looney,1610612744,GSW,5,4,1,4.1,7.2,4.6,0.0,0.2,0.0,0.6,0.4,0.2,0.0,0.028,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,Khris Middleton,1610612749,MIL,79,33,46,36.1,37.1,45.3,4.2,0.6,0.5,7.7,9.8,5.3,0.113,0.141,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,Kirk Hinrich,1610612737,ATL,46,26,20,13.7,20.1,20.5,1.6,0.1,0.3,2.8,4.0,2.1,0.079,0.104,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202691,Klay Thompson,1610612744,GSW,80,71,9,33.3,25.1,39.7,2.1,0.3,0.6,4.0,5.3,3.0,0.083,0.118,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Kobe Bryant,1610612747,LAL,66,13,53,28.2,24.1,36.8,2.8,0.3,0.2,5.3,6.8,3.2,0.116,0.133,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201585,Kosta Koufos,1610612758,SAC,77,32,45,19.0,16.6,11.6,0.4,0.0,0.0,1.2,1.2,0.5,0.026,0.031,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203123,Kostas Papanikolaou,1610612743,DEN,26,8,18,11.3,11.8,10.1,0.6,0.0,0.2,1.7,1.6,0.9,0.052,0.078,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Kris Humphries,1610612737,ATL,53,29,24,15.8,22.6,16.0,0.7,0.0,0.2,1.4,1.5,0.8,0.03,0.037,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204001,Kristaps Porziņģis,1610612752,NYK,72,28,44,28.4,40.9,36.6,1.3,0.1,0.2,2.9,3.4,1.6,0.032,0.04,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,Kyle Anderson,1610612759,SAS,78,64,14,16.0,21.5,18.3,1.6,0.2,0.2,2.9,3.7,1.9,0.073,0.088,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,Kyle Korver,1610612737,ATL,80,46,34,30.0,23.1,24.8,2.1,0.1,0.3,3.4,4.5,2.3,0.089,0.098,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,Kyle Lowry,1610612761,TOR,76,53,23,36.9,66.3,77.6,6.4,0.7,0.6,12.2,16.0,7.8,0.097,0.117,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203124,Kyle O'Quinn,1610612752,NYK,65,26,39,11.8,21.5,14.8,1.1,0.2,0.1,2.3,2.7,1.4,0.052,0.063,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202713,Kyle Singler,1610612760,OKC,68,43,25,14.4,9.1,8.9,0.4,0.0,0.0,0.9,0.9,0.4,0.039,0.047,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,Kyrie Irving,1610612739,CLE,53,37,16,31.5,51.3,62.2,4.7,0.5,0.8,8.8,11.9,5.9,0.092,0.115,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,LaMarcus Aldridge,1610612759,SAS,74,61,13,30.6,37.3,35.8,1.5,0.1,0.2,3.0,3.8,1.8,0.04,0.048,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203934,Lamar Patterson,1610612737,ATL,35,23,12,11.3,12.6,11.1,1.1,0.1,0.0,2.0,2.8,1.2,0.088,0.098,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202362,Lance Stephenson,1610612763,MEM,69,36,33,19.9,18.2,22.1,1.9,0.2,0.2,3.9,4.6,2.3,0.106,0.125,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202498,Lance Thomas,1610612752,NYK,59,25,34,22.3,23.4,23.8,0.9,0.1,0.1,2.4,2.2,1.1,0.038,0.048,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,Langston Galloway,1610612752,NYK,82,32,50,24.8,36.4,39.8,2.5,0.4,0.4,5.3,6.3,3.2,0.069,0.087,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626204,Larry Nance Jr.,1610612747,LAL,63,14,49,20.1,27.2,14.6,0.7,0.2,0.1,2.0,2.0,0.9,0.026,0.034,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202730,Lavoy Allen,1610612754,IND,79,43,36,20.2,26.3,17.7,1.0,0.2,0.2,2.5,2.6,1.3,0.037,0.049,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,LeBron James,1610612739,CLE,76,56,20,35.6,50.7,63.4,6.8,0.8,0.9,13.6,17.8,8.3,0.134,0.165,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,Leandro Barbosa,1610612744,GSW,68,60,8,15.9,16.3,19.6,1.2,0.2,0.3,2.5,3.0,1.7,0.074,0.105,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203485,Lorenzo Brown,1610612765,DET,8,1,7,7.6,16.4,17.9,1.4,0.0,0.4,2.3,3.1,1.8,0.084,0.107,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,Lou Amundson,1610612752,NYK,29,11,18,7.0,8.7,6.6,0.4,0.1,0.0,0.7,1.0,0.5,0.048,0.06,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101150,Lou Williams,1610612747,LAL,67,14,53,28.5,26.1,36.2,2.5,0.2,0.3,5.5,6.0,3.0,0.095,0.114,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,Luc Mbah a Moute,1610612746,LAC,75,49,26,17.0,11.1,8.5,0.4,0.1,0.1,1.1,1.1,0.6,0.036,0.053,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203512,Lucas Nogueira,1610612761,TOR,29,17,12,7.8,6.8,4.8,0.2,0.0,0.0,0.7,0.6,0.3,0.036,0.041,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626242,Luis Montero,1610612757,POR,12,6,6,3.5,3.3,4.8,0.1,0.0,0.0,0.3,0.2,0.1,0.025,0.025,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Luis Scola,1610612761,TOR,75,49,26,21.6,30.5,25.9,0.9,0.1,0.1,2.0,2.4,1.2,0.029,0.038,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202337,Luke Babbitt,1610612740,NOP,47,16,31,18.0,18.4,16.0,1.1,0.1,0.1,2.0,2.6,1.2,0.061,0.066,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,Luol Deng,1610612748,MIA,74,45,29,32.4,40.4,29.8,1.9,0.1,0.2,3.7,4.7,2.3,0.047,0.056,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Manu Ginobili,1610612759,SAS,58,47,11,19.6,27.8,33.1,3.1,0.4,0.6,5.5,7.5,4.0,0.11,0.143,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,Marc Gasol,1610612763,MEM,52,30,22,34.4,48.5,50.5,3.8,0.4,0.3,8.3,9.2,4.5,0.078,0.092,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626273,Marcelo Huertas,1610612747,LAL,53,8,45,16.4,29.5,31.5,3.4,0.4,0.3,6.8,8.5,4.1,0.117,0.14,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,Marcin Gortat,1610612764,WAS,75,35,40,30.1,32.4,24.6,1.4,0.0,0.2,2.7,3.4,1.7,0.044,0.052,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,Marco Belinelli,1610612758,SAC,67,27,40,24.6,20.8,27.4,1.9,0.3,0.3,3.6,4.9,2.4,0.09,0.116,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202694,Marcus Morris Sr.,1610612765,DET,80,42,38,35.7,36.6,29.0,2.5,0.3,0.2,4.9,6.2,2.9,0.069,0.08,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203935,Marcus Smart,1610612738,BOS,61,36,25,27.3,33.0,35.1,3.0,0.4,0.3,6.3,7.6,3.7,0.092,0.113,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201977,Marcus Thornton,1610612764,WAS,61,32,29,18.2,16.0,20.5,1.4,0.2,0.2,2.7,3.4,1.8,0.086,0.11,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,Mario Chalmers,1610612748,MIA,61,38,23,22.5,41.3,45.1,3.8,0.4,0.6,7.4,9.1,4.7,0.091,0.113,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626209,Mario Hezonja,1610612753,ORL,78,33,45,17.9,16.9,17.6,1.4,0.2,0.2,3.1,3.1,1.7,0.081,0.101,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203900,Markel Brown,1610612751,BKN,62,12,50,15.8,15.7,18.2,1.5,0.2,0.2,3.3,3.7,1.9,0.094,0.119,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,Markieff Morris,1610612764,WAS,64,22,42,25.5,32.3,29.6,1.9,0.2,0.1,4.2,4.8,2.2,0.06,0.069,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201578,Marreese Speights,1610612744,GSW,72,64,8,11.6,15.2,16.3,0.8,0.0,0.1,1.5,2.0,1.0,0.056,0.064,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,Marvin Williams,1610612766,CHA,81,47,34,28.9,45.5,28.5,1.4,0.2,0.1,2.9,3.7,1.7,0.03,0.037,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,Mason Plumlee,1610612757,POR,82,44,38,25.4,30.9,25.3,2.8,0.3,0.2,5.8,7.1,3.2,0.089,0.104,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,Matt Barnes,1610612763,MEM,76,38,38,28.8,38.2,29.4,2.1,0.1,0.3,4.3,5.0,2.5,0.056,0.066,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,Matt Bonner,1610612759,SAS,30,25,5,6.9,9.6,7.2,0.3,0.0,0.0,0.6,0.8,0.3,0.031,0.035,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,Matthew Dellavedova,1610612739,CLE,76,54,22,24.6,43.1,46.1,4.4,0.5,0.8,8.4,11.3,5.7,0.103,0.132,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203090,Maurice Harkless,1610612757,POR,78,40,38,18.7,16.7,13.5,0.9,0.0,0.1,1.7,2.0,0.9,0.051,0.057,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Metta World Peace,1610612747,LAL,35,6,29,16.9,13.6,14.1,0.8,0.1,0.1,1.5,1.8,0.9,0.057,0.067,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203086,Meyers Leonard,1610612757,POR,61,33,28,21.8,29.2,24.3,1.5,0.2,0.2,3.2,4.0,1.9,0.052,0.065,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,Michael Beasley,1610612745,HOU,20,10,10,18.1,19.9,19.4,0.8,0.1,0.2,2.0,1.9,1.1,0.04,0.053,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203487,Michael Carter-Williams,1610612749,MIL,54,21,33,30.5,54.7,58.9,5.2,0.7,0.6,10.5,12.7,6.5,0.095,0.119,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203077,Michael Kidd-Gilchrist,1610612766,CHA,7,5,2,29.3,18.3,21.3,1.3,0.0,0.3,3.4,3.4,1.6,0.07,0.086,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,Mike Conley,1610612763,MEM,56,33,23,31.4,61.9,69.7,6.1,0.8,0.9,11.4,14.7,7.7,0.099,0.124,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Mike Dunleavy,1610612741,CHI,31,13,18,22.7,21.8,21.6,1.3,0.1,0.4,3.2,3.1,1.8,0.058,0.081,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Mike Miller,1610612743,DEN,47,21,26,7.9,11.1,7.9,0.9,0.0,0.1,1.4,2.0,1.0,0.076,0.088,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,Mike Muscala,1610612737,ATL,60,34,26,9.4,14.0,10.7,0.6,0.1,0.1,1.2,1.4,0.8,0.041,0.054,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,Mike Scott,1610612737,ATL,75,46,29,15.3,17.6,15.4,1.0,0.1,0.1,1.7,2.5,1.2,0.059,0.067,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203101,Miles Plumlee,1610612749,MIL,61,23,38,14.3,13.7,9.5,0.3,0.0,0.1,1.0,0.7,0.4,0.019,0.031,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203141,Mirza Teletovic,1610612756,PHX,79,23,56,21.3,30.4,25.4,1.1,0.1,0.2,2.7,2.8,1.4,0.037,0.047,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203956,Mitch McGary,1610612760,OKC,20,17,3,3.6,4.5,3.6,0.2,0.0,0.0,0.4,0.4,0.2,0.033,0.033,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,Mo Williams,1610612739,CLE,41,27,14,18.2,31.5,35.4,2.4,0.3,0.5,5.0,5.8,3.1,0.076,0.1,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145,Monta Ellis,1610612754,IND,81,44,37,33.8,48.0,55.2,4.7,0.6,0.6,10.6,12.1,6.0,0.098,0.125,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626149,Montrezl Harrell,1610612745,HOU,39,17,22,9.7,8.3,6.3,0.4,0.1,0.1,0.8,1.2,0.6,0.052,0.068,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626167,Myles Turner,1610612754,IND,60,32,28,22.8,23.8,19.1,0.7,0.1,0.1,1.5,1.7,0.9,0.029,0.037,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101126,Nate Robinson,1610612740,NOP,2,0,2,11.7,23.0,22.5,2.0,0.0,0.5,5.0,4.5,2.5,0.087,0.109,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Nazr Mohammed,1610612760,OKC,5,5,0,3.9,3.6,2.8,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.056,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202357,Nemanja Bjelica,1610612750,MIN,60,20,40,17.9,31.5,17.0,1.4,0.1,0.2,3.0,3.1,1.6,0.043,0.051,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Nene,1610612764,WAS,57,28,29,19.2,21.9,21.3,1.7,0.3,0.1,3.5,4.0,2.0,0.078,0.091,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203457,Nerlens Noel,1610612755,PHI,67,10,57,29.3,41.7,30.0,1.8,0.2,0.1,4.0,4.6,2.2,0.044,0.052,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,Nick Collison,1610612760,OKC,59,39,20,11.9,11.9,9.5,0.9,0.2,0.0,1.9,2.2,1.1,0.074,0.088,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201156,Nick Young,1610612747,LAL,54,13,41,19.1,12.8,15.8,0.6,0.1,0.1,1.4,1.4,0.7,0.049,0.057,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,Nicolas Batum,1610612766,CHA,70,41,29,35.0,47.5,49.4,5.8,0.7,0.5,11.4,14.9,6.9,0.121,0.146,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203917,Nik Stauskas,1610612755,PHI,73,8,65,24.8,27.0,27.9,1.9,0.3,0.2,4.4,4.8,2.4,0.07,0.088,2015-16,Passing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
